,index,restaurant,type,name,description
227,227,KFC,Dipping Sauces,Dip Buttermilk Ranch, (150 Calories)
228,228,KFC,Dipping Sauces,Carolina Honey Mustard, (100 Calories)
229,229,KFC,Dipping Sauces,Southern Plum, (40 Calories)
230,230,KFC,Lunch & Dinner Deal,Lunch Deal for 2,"KFC’s newest lunchtime deal. Choice of two sandwich combos (Big Crunch, Zinger, or Famous Chicken Chicken Sandwich). Sandwich combos are served with individual fries and your choice of drink. (820-1130 Cals/ Person)"
231,231,KFC,Lunch & Dinner Deal,Dinner Deal for 4, KFC’s newest dinner-time deal. Ten-piece Original Recipe Bucket with your choice of three large sides. (250-550 Cals/Person)
232,232,KFC,Sides and Drinks,Fries,"Crisp, golden fries. (300 Calories)"
233,233,KFC,Sides and Drinks,Fries,"Crisp, golden fries. (300 Calories)"
234,234,KFC,Sides and Drinks,Gravy,"Smooth, rich and irresistible. (45 Calories)"
235,235,KFC,Sides and Drinks,Gravy,"Smooth, rich and irresistible. (45 Calories)"
236,236,KFC,Sides and Drinks,Homestyle Coleslaw,Homestyle coleslaw with our sweet vinaigrette. (120 Calories)
237,237,KFC,Sides and Drinks,Homestyle Coleslaw,Homestyle coleslaw with our sweet vinaigrette. (120 Calories)
238,238,KFC,Sides and Drinks,Macaroni Salad,Sweet and creamy Southern-style macaroni salad. (140 Calories)
239,239,KFC,Sides and Drinks,Macaroni Salad,Sweet and creamy Southern-style macaroni salad. (140 Calories)
240,240,KFC,Sides and Drinks,Original Recipe Seasoned Corn,Buttery corn seasoned with our famous 11 Herbs and Spices. (150 Calories)
241,241,KFC,Sides and Drinks,Original Recipe Seasoned Corn,Buttery corn seasoned with our famous 11 Herbs and Spices. (150 Calories)
242,242,KFC,Sides and Drinks,Pepsi, (150 Calories)
243,243,KFC,Sides and Drinks,Pepsi, (150 Calories)
244,244,KFC,Sides and Drinks,Diet pepsi, (0 Calories)
245,245,KFC,Sides and Drinks,Diet pepsi, (0 Calories)
246,246,KFC,Sides and Drinks,591ml Pepsi Zero Sugar, (0 Calories)
247,247,KFC,Sides and Drinks,7up, (140 Calories)
248,248,KFC,Sides and Drinks,7up, (140 Calories)
249,249,KFC,Sides and Drinks,Brisk Iced Tea, (180 Calories)
250,250,KFC,Sides and Drinks,Blackberry Bubly, (0 Calories)
251,251,KFC,Sides and Drinks,Lime Bubly, (0 Calories)
252,252,KFC,Sides and Drinks,Aquafina, (0 Calories)
253,253,KFC,Desserts, 4 pack of KFC S’more Brownie,Introducing KFC’s new S’mores Brownie: Pack of 4 soft and chewy chocolate brownies on buttery graham cracker base and topped with roasted marshmallows and crunchy graham cracker pieces. (1720 Calories)
254,254,KFC,Desserts,KFC S’more Brownie,Introducing KFC’s new S’mores Brownie: a soft and chewy chocolate brownie on a buttery graham cracker base and topped with roasted marshmallows and crunchy graham cracker pieces. (430 Calories)
255,255,KFC,Snacks,Go Bucket Slider,
256,256,KFC,Snacks,GO BUCKET - POPCORN CHICKEN,Our classic popcorn chicken with an individual fries packed into a mini bucket - perfect for moments on-the-go! (700-750 Calories)
257,257,KFC,Snacks,GO BUCKET - 2 ORIGINAL RECIPE TENDERS,"2 white meat chicken tenders hand-breaded in our 11 herbs and spices, served with individual fries in our mini bucket - perfect for moments on-the-go! (530-580 Calories)"
258,258,KFC,Snacks,OR Slider ALC,
259,259,KFC,Snacks,Spicy Original Recipe Slider,
260,260,KFC,LIMITED TIME OFFERS,8pc Original Recipe Tenders Bucket,"8 original recipe tenders, large side and 2 dips (1090-2450 Calories)"
261,261,KFC,LIMITED TIME OFFERS,12pc Original Recipe Tenders Bucket,"12 original recipe tenders, 2 large sides and 3 dips (1740-4350 Calories)"
262,262,KFC,LIMITED TIME OFFERS,16pc Original Recipe Tenders Bucket,"16 original recipe tenders, 3 large sides and 4 dips (2390-6250 Calories)"
263,263,KFC,LIMITED TIME OFFERS,3 ORIGINAL RECIPE TENDERS COMBO,"3 white meat chicken tenders hand-breaded in our 11 herbs and spices, individual fries and your choice of drink. (630-1350 Calories)"
264,264,KFC,LIMITED TIME OFFERS,4 ORIGINAL RECIPE TENDERS COMBO,"4 Tenders, Ind Fries, 20oz , 2 dip (700-1010 Calories)"
265,265,KFC,LIMITED TIME OFFERS,4 Original Recipe Tenders Box Meal,"4 Tenders, Ind Popcorn, Ind Side, Ind Fries, regular drink, 2 Dip (700-1010 Calories)"
266,266,KFC,Chicken Combos,2 PIECE CHICKEN COMBO,"2 pieces of Canadian farm raised and hand-breaded chicken, individual fries and your choice of drink. (360-620 Calories)"
267,267,KFC,Chicken Combos,3 PIECE CHICKEN COMBO,"3 pieces of our Canadia farm raised and hand-breaded Secret Recipe chicken, individual fries, individual sides and your choice of drink. (1060-2040 Calories)"
268,268,KFC,Chicken Combos,4 PIECE CHICKEN COMBO,"4 pieces of Canadian farm raised and hand-breaded Secret Recipe chicken, individual fries, and your choice of drink. (1490-2350 Calories)"
269,269,KFC,Chicken Combos,2 ORIGINAL RECIPE TENDERS COMBO,"2 Tenders, Ind Fries, 20oz Drink, 1 dip (500-810 Calories)"
270,270,KFC,Chicken Combos,3 ORIGINAL RECIPE TENDERS COMBO,"3 white meat chicken tenders hand-breaded in our 11 herbs and spices, individual fries and your choice of drink. (630-1350 Calories)"
271,271,KFC,Chicken Combos,4 ORIGINAL RECIPE TENDERS COMBO,"4 Tenders, Ind Fries, 20oz , 2 dip (700-1010 Calories)"
272,272,KFC,Chicken Combos,2 PIECE CHICKEN,2 pieces of Canadian farm raised and hand-breaded chicken. (360-560 Calories)
273,273,KFC,Chicken Combos,3 PIECE CHICKEN,3 pieces of Canadian farm raised and hand-breaded chicken. (360-840 Calories)
274,274,KFC,Chicken Combos,4 Piece Original Recipe Chicken,4 pieces of Canadian farm raised and hand-breaded chicken.
275,275,KFC,Chicken Combos,2 ORIGINAL RECIPE TENDERS,2 white meat chicken tenders hand-breaded in our 11 herbs and spices. (200 Calories)
276,276,KFC,Chicken Combos,3 ORIGINAL RECIPE TENDERS,3 white meat chicken tenders hand-breaded in our 11 herbs and spices. (330-380 Calories)
277,277,KFC,Chicken Combos,4 ORIGINAL RECIPE TENDERS,"4 Tenders ALC, 2 dips."
278,278,MK Restaurant Group PCL.,Fried Rice 炒飯,BBQ Pork and Shrimp Fried Rice 揚州炒飯,
279,279,MK Restaurant Group PCL.,Fried Rice 炒飯,Steamed Rice 蒸白飯,"Served per bowl.
附每碗。"
280,280,MK Restaurant Group PCL.,Fried Rice 炒飯,Mixed Vegetable Fried Rice 什菜炒飯,
281,281,MK Restaurant Group PCL.,Fried Rice 炒飯,Egg Fried Rice 雞蛋炒飯,
282,282,MK Restaurant Group PCL.,Fried Rice 炒飯,Dried Scallops with Egg White Fried Rice 瑤柱蛋白炒飯,
283,283,MK Restaurant Group PCL.,Fried Rice 炒飯,Fried Rice with Shredded Chicken 雞絲炒飯,
284,284,MK Restaurant Group PCL.,Fried Rice 炒飯,Glutinous Fried Rice with Chinese Sausage and Dried Shrimp 生炒糯米飯,
285,285,MK Restaurant Group PCL.,Fried Rice 炒飯,Seafood Fried Rice 海鮮炒飯,
286,286,MK Restaurant Group PCL.,Fried Rice 炒飯,Fried Rice with Seafood 福州炒飯,
287,287,MK Restaurant Group PCL.,Fried Rice 炒飯,Thai Style Seafood Fried Rice 泰式炒飯,
288,288,MK Restaurant Group PCL.,Fried Rice 炒飯,Fried Rice with Beef 生炒牛肉飯,
289,289,MK Restaurant Group PCL.,Congee 靚粥品,33. Congee with Lean Pork and Century Eggs 皮蛋瘦肉粥,
290,290,MK Restaurant Group PCL.,Congee 靚粥品,37. Congee with A Choice of Meat 生滾粥,
291,291,MK Restaurant Group PCL.,Congee 靚粥品,36. Congee with Seafood 生滾海鮮粥,
292,292,MK Restaurant Group PCL.,Congee 靚粥品,34. Congee with Dried Bok-Choy and Pork Bones 金銀菜豬骨粥,
293,293,MK Restaurant Group PCL.,Congee 靚粥品,38. Three Mushroom Congee 素三菇粥,
294,294,MK Restaurant Group PCL.,Congee 靚粥品,35. Plain Congee with Chinese Donut 明火白粥及油條,
295,295,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Ginger Beef 薑煸牛肉,
296,296,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Beef with Broccoli 西蘭花牛肉,
297,297,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Stir-Fried Beef with Chinese Broccoli 芥蘭炒牛肉,
298,298,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Beef with Black Pepper 黑椒牛肉,
299,299,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Honey and Ginger Beef 他絲蜜牛肉,
300,300,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Lamb with Cumin 孜然羊肉,
301,301,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Lamb with Green Onion 蔥爆羊肉,
302,302,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Beef with Szechuan Sauce 水煮牛肉,
303,303,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Stir-Fried Beef with Green Onion 蔥爆牛肉,
304,304,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Lamb with Cilantro 芫爆羊肉,
305,305,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Beef with Black Bean Sauce 豉椒牛肉,
306,306,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Stir-Fried Beef with Dried Tangerines Peel and Hot Chili 陳皮牛肉,
307,307,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Beef with Mixed Vegetable 什菜炒牛肉,
308,308,MK Restaurant Group PCL.,Beef and Lamb 牛羊,Beef in Spicy Bean Sauce 四川炒牛肉,
309,309,MK Restaurant Group PCL.,Sizzling 鐵板,Sizzling Beef 鐵板牛肉,
310,310,MK Restaurant Group PCL.,Sizzling 鐵板,Sizzling Assorted Seafood 鐵板海鮮,
311,311,MK Restaurant Group PCL.,Sizzling 鐵板,Sizzling Prawn 鐵板蝦球,
312,312,MK Restaurant Group PCL.,Sizzling 鐵板,Sizzling Scallop with Black Pepper 鐵板黑椒帶子,
313,313,MK Restaurant Group PCL.,Egg Foo Young 芙蓉類,Seafood Egg Foo Young 海鮮芙蓉,
314,314,MK Restaurant Group PCL.,Egg Foo Young 芙蓉類,Mushroom Egg Foo Young 蘑菇芙蓉,
315,315,MK Restaurant Group PCL.,Egg Foo Young 芙蓉類,BBQ Pork Egg Foo Young 叉燒芙蓉,
316,316,MK Restaurant Group PCL.,Egg Foo Young 芙蓉類,Shredded Chicken Egg Foo Yong 雞絲芙蓉,
317,317,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Fish with Spicy Szechuan Sauce 水煮魚片,
318,318,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Stir-Fried Prawn and Scallop with Vegetables 油泡虾球带子,
319,319,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Deep Fried Prawn with Peppery Salt 椒鹽中蝦,
320,320,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Cod Fillet with Cream Corn 粟米斑塊,
321,321,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Sauteed Scallops 油泡帶子,
322,322,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Deep Fried Squid with Black Bean Sauce 豉椒鮮魷,
323,323,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Stir-Fried Prawn with Cashew Nuts 腰果蝦球,
324,324,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Fish Fillet and Black Fungus with Veggie 翡翠雲兒龍利柳,
325,325,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Stir-Fried Prawn with Honey Sauce 蜜汁蝦球,
326,326,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Stir-Fried Prawn 清炒蝦球,
327,327,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Sweet and Sour Fish Fillet 糖醋魚片,
328,328,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Stir-Fried Halibut Jaw in Soy Sauce 頭抽哈利拔魚骹,
329,329,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Stir-Fried Prawn in Spicy Bean Paste 辣子蝦球,
330,330,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Kung Po Style Scallop 宮保帶子,
331,331,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Stir-Fried Prawn with Black Bean Sauce 豉汁蝦球,
332,332,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Kung Po Style Prawn 宮保蝦球,
333,333,MK Restaurant Group PCL.,Fish Prawn and Shellfish 魚蝦貝殼類,Pan-Fried Prawn with Szechuan Sauce 乾燒四川蝦球,
334,334,MK Restaurant Group PCL.,Pork 豬肉,Sweet and Sour Pork with Pineapple 菠蘿咕嚕肉,
335,335,MK Restaurant Group PCL.,Pork 豬肉,Honey Garlic Pork Chop 蒜子蜜汁肉排,
336,336,MK Restaurant Group PCL.,Pork 豬肉,Eggplant and Pork Spicy Garlic Sauce 魚香肉絲,
337,337,MK Restaurant Group PCL.,Pork 豬肉,Sweet and Sour Pork Chop 糖醋肉排,
338,338,MK Restaurant Group PCL.,Pork 豬肉,Deep Fried Pork Chop with Peppery Salt 椒鹽肉排,
339,339,MK Restaurant Group PCL.,Pork 豬肉,Mushu Pork with Crepe 木須肉,
340,340,MK Restaurant Group PCL.,Pork 豬肉,Stir-Fried Pork Chop with Ginger and Green Onion 薑蔥肉扒,
341,341,MK Restaurant Group PCL.,Pork 豬肉,Stir-Fried Pork Chop in Gourmet Sauce 京都肉扒,
342,342,MK Restaurant Group PCL.,Pork 豬肉,Shredded Pork with Green Peppers 青椒肉絲,
343,343,MK Restaurant Group PCL.,Soup 湯羹,Wonton Soup 菜肉雲吞湯,
344,344,MK Restaurant Group PCL.,Soup 湯羹,Seafood Hot and Sour Soup 海鮮酸辣湯,
345,345,MK Restaurant Group PCL.,Soup 湯羹,Chicken and Corn Soup 雞蓉粟米羹,
346,346,MK Restaurant Group PCL.,Soup 湯羹,Fish Maw and Crab Meat Soup 蟹肉魚肚羹,
347,347,MK Restaurant Group PCL.,Soup 湯羹,Vegetarian Hot and Sour Soup 素酸辣湯,
348,348,MK Restaurant Group PCL.,Soup 湯羹,Seafood Tofu Soup 海鮮豆腐羹,
349,349,MK Restaurant Group PCL.,Soup 湯羹,Minced Beef with Cilantro Soup 西湖牛肉羹,
350,350,MK Restaurant Group PCL.,Soup 湯羹,Mushroom Egg Soup 蘑菇蛋花湯,
351,351,MK Restaurant Group PCL.,Vegetarian 素食,Deep Fried Tofu with Peppery Salt 椒鹽豆腐,
352,352,MK Restaurant Group PCL.,Vegetarian 素食,Buddhist Feast Vegetables 羅漢上素,
353,353,MK Restaurant Group PCL.,Vegetarian 素食,Eggplant with Brown Sauce 醬燒茄子,
354,354,MK Restaurant Group PCL.,Vegetarian 素食,Chinese Mushrooms with Vegetables 北菇扒時蔬,
355,355,MK Restaurant Group PCL.,Vegetarian 素食,Two Kinds of Mushrooms with Tofu 雙菇扒豆腐,
356,356,MK Restaurant Group PCL.,Vegetarian 素食,Napa Cabbage with Cream Sauce 清炒什菜,
357,357,MK Restaurant Group PCL.,Vegetarian 素食,Deep Fried Tofu with Sweet and Sour Sauce 糖醋豆腐,
358,358,MK Restaurant Group PCL.,Vegetarian 素食,Braised Tofu with Brown Sauce 紅燒豆腐,
359,359,MK Restaurant Group PCL.,Vegetarian 素食,Vegetarians with Tofu 什菜豆腐,
360,360,MK Restaurant Group PCL.,Late Dim Sum 點心,Jade Dynasty Crystal Prawn Dumplings 玉龍水晶蝦餃,"Served hargaw.
附蝦餃。"
361,361,MK Restaurant Group PCL.,Late Dim Sum 點心,Steamed Shiu-Mai with Tobiko Pork Shrimp and Mushroom 飛魚子燒賣皇,
362,362,MK Restaurant Group PCL.,Late Dim Sum 點心,Mini Sticky Rice Wraps 珍珠糯米雞,
363,363,MK Restaurant Group PCL.,Late Dim Sum 點心,Steamed BBQ Pork Buns 蜜汁叉燒包,
364,364,MK Restaurant Group PCL.,Late Dim Sum 點心,Crispy Shrimp Spring Roll 金蒜蝦春卷,
365,365,MK Restaurant Group PCL.,Late Dim Sum 點心,Steamed Spareribs with Pumpkin in Black Bean Sauce 南瓜豉汁蒸排骨,
366,366,MK Restaurant Group PCL.,Late Dim Sum 點心,Eggplant Stuffed with Shrimp Paste 百花釀茄子,
367,367,MK Restaurant Group PCL.,Late Dim Sum 點心,Bean Curd Wraps with Enoki Mushrooms 金菇羅漢鮮竹卷,
368,368,MK Restaurant Group PCL.,Late Dim Sum 點心,Chicken Claws with Satay Sauce 沙爹金鳳爪,
369,369,MK Restaurant Group PCL.,Late Dim Sum 點心,Steamed Beef Ball with Bean Curd Sheets 山竹牛肉球,
370,370,MK Restaurant Group PCL.,Late Dim Sum 點心,Deep Fried Egg Tofu Topped with Mixed Mushrooms 羅漢玉子豆腐,
371,371,MK Restaurant Group PCL.,Late Dim Sum 點心,Vegetarian Dumplings 田園上素餃,
372,372,MK Restaurant Group PCL.,Late Dim Sum 點心,Crispy Vegetarian Spring Roll 素春卷,
373,373,MK Restaurant Group PCL.,Late Dim Sum 點心,Steamed Buns with Buddha's Feast Veggies 羅漢素包,
374,374,MK Restaurant Group PCL.,Late Dim Sum 點心,Wild Sticky Rice Bun 野米糯米包,
375,375,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,General Tso Chicken 左宗棠雞肉,
376,376,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,Lemon Chicken 檸檬雞肉,
377,377,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,Sweet and Sour Chicken 糖醋雞球,
378,378,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,Kung Po Style Chicken 宮保雞丁,
379,379,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,Chicken with Black Bean Sauce 豉椒雞片,
380,380,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,Diced Chicken Stir-Fried with Cashew Nut 腰果雞丁,
381,381,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,Chicken with Curry Sauce 咖哩雞片,
382,382,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,Sliced Chicken with Mixed Vegetables 什菜炒雞片,
383,383,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,Diced Chicken in Spicy Bean Paste 四川辣子雞,
384,384,MK Restaurant Group PCL.,Chicken and Duck 雞鴨,Sliced Chicken in Spicy Bean Paste 四川炒雞片,
385,385,MK Restaurant Group PCL.,Fried Noodle 炒麵,Stir-Fried Beef Flat Rice Noodle 干炒牛河,
386,386,MK Restaurant Group PCL.,Fried Noodle 炒麵,Shanghai Style Fried Noodle 上海粗炒麵,
387,387,MK Restaurant Group PCL.,Fried Noodle 炒麵,Stir-Fried Chicken Noodle 雞絲炒麵,
388,388,MK Restaurant Group PCL.,Fried Noodle 炒麵,Singapore Style Fried Vermicelli 星洲炒米粉,
389,389,MK Restaurant Group PCL.,Fried Noodle 炒麵,Stir-Fried Vegetable Noodle 什菜炒麵,
390,390,MK Restaurant Group PCL.,Fried Noodle 炒麵,Stir-Fried Noodle with Soy Sauce 豉油王炒麵,
391,391,MK Restaurant Group PCL.,Fried Noodle 炒麵,Stir-Fried Beef Noodle with Black Bean Sauce 豉椒牛肉炒麵,
392,392,MK Restaurant Group PCL.,Fried Noodle 炒麵,House Special Sizzling Noodle 招牌鐵板麵,
393,393,MK Restaurant Group PCL.,Fried Noodle 炒麵,Cantonese Style Fried Vermicelli 廣式炆米粉,
394,394,MK Restaurant Group PCL.,Fried Noodle 炒麵,Stir-Fried Seafood Noodle 海鮮炒麵,
395,395,MK Restaurant Group PCL.,Fried Noodle 炒麵,Braised E-Fu Noodle 干燒伊麵,
396,396,MK Restaurant Group PCL.,Fried Noodle 炒麵,Stir-Fried Vegetable and Tofu Noodle 什菜豆腐炒麵,
397,397,MK Restaurant Group PCL.,Fried Noodle 炒麵,Seafood E-Fu Noodle with Thai Sauce 泰汁海鮮意麵,
398,398,MK Restaurant Group PCL.,Vegetable and Tofu 蔬菜豆腐,Deep Fried Tofu with Peppery Salt 椒鹽豆腐,
399,399,MK Restaurant Group PCL.,Vegetable and Tofu 蔬菜豆腐,Stir-Fried Spicy Spring Bean 乾煸四季豆,
400,400,MK Restaurant Group PCL.,Vegetable and Tofu 蔬菜豆腐,Chinese Broccoli with Garlic 蒜蓉炒芥蘭,
401,401,MK Restaurant Group PCL.,Vegetable and Tofu 蔬菜豆腐,Eggplant with Pork in Spicy Garlic Sauce 魚香茄子,
